candidateKey,inventoryOrdinal,sourceKind,ownerId,skillKey,passiveName,pageId,wikiItemId,wikiEffectSlots,legacyClassification,resolvedBucket,sourceRef
hero_skill|hero_lucian|Q|透体圣光,86,hero_skill,hero_lucian,Q,透体圣光,lucian-q,,,needs_manual_baseline,blocked,数据参考/lol-wiki-current-champions/normalized/generic/lucian-q.json@rev3982579 sha256:d7b03d15af48312a0ea5a06fa147b43c46d2a7ee6e1491dd121d796a2e452981
hero_skill|hero_lucian|W|热诚烈弹,87,hero_skill,hero_lucian,W,热诚烈弹,lucian-w,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/lucian-w.json@rev3594941 sha256:b1ea7bc7a2e48be9ab97acfa1fc5addb80b8dd236dc97bd3d57c5e90951418c5
hero_skill|hero_lucian|E|冷酷追击,88,hero_skill,hero_lucian,E,冷酷追击,lucian-e,,,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-champions/normalized/generic/lucian-e.json@rev4008455 sha256:52a774f50fb5339e43676ae544b13bdf9c1d5963e338353f9ac7e23d7aea92ba
hero_skill|hero_lucian|R|圣枪洗礼,89,hero_skill,hero_lucian,R,圣枪洗礼,lucian-r,,,needs_manual_baseline,blocked,数据参考/lol-wiki-current-champions/normalized/generic/lucian-r.json@rev4007670 sha256:7a4679542eebdebf25da391a1222f08df2f416c641f48473d528e62296b9a2f7
hero_skill|hero_missfortune|P|厄运的眷顾,90,hero_skill,hero_missfortune,P,厄运的眷顾,missfortune-p,,,needs_manual_baseline,blocked,数据参考/lol-wiki-current-champions/normalized/generic/missfortune-p.json@rev4027989 sha256:2ed72684109983e9116050fcc34d6536903b9d04c0569f6633f4b734daae7527
hero_skill|hero_missfortune|Q|一箭双雕,91,hero_skill,hero_missfortune,Q,一箭双雕,missfortune-q,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/missfortune-q.json@rev3993572 sha256:0a54b482c654246ae877966b87882d49ab73fc9fad075e5483a04b3b7081e1ed
hero_skill|hero_missfortune|W|大步流星,92,hero_skill,hero_missfortune,W,大步流星,missfortune-w,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/missfortune-w.json@rev4015416 sha256:ce7f3c75f7fde611ed0edd3f61b0ac306fb9896038f81214a88998ca84bd892f
hero_skill|hero_missfortune|E|枪林弹雨,93,hero_skill,hero_missfortune,E,枪林弹雨,missfortune-e,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/missfortune-e.json@rev3936384 sha256:a38b513373be3b0491f7c967af8827dbdc9196452e5feb25614af3b78ab286f7
hero_skill|hero_missfortune|R|弹幕时间,94,hero_skill,hero_missfortune,R,弹幕时间,missfortune-r,,,needs_runtime_extension,blocked,数据参考/lol-wiki-current-champions/normalized/generic/missfortune-r.json@rev3987215 sha256:354cac88f79defa26369f485743f697bf61b50a814b008a8aa6c308b7e394d8a
hero_skill|hero_quinn|P|侵扰,95,hero_skill,hero_quinn,P,侵扰,quinn-p,,,needs_manual_baseline,blocked,数据参考/lol-wiki-current-champions/normalized/generic/quinn-p.json@rev4024765 sha256:740debfb3b72dd7f926337f7eb4adbe3a65c88caec227ca16e00dff6634f798c
hero_skill|hero_quinn|Q|炫目攻势,96,hero_skill,hero_quinn,Q,炫目攻势,quinn-q,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/quinn-q.json@rev4024766 sha256:abce6abdc2eefd069beba2d4297a1c9da5b1a675a426edb747346d9679d8085d
hero_skill|hero_quinn|W|敏锐感知,97,hero_skill,hero_quinn,W,敏锐感知,quinn-w,,,out_of_scope_for_single_target_dps,migrated,数据参考/lol-wiki-current-champions/normalized/generic/quinn-w.json@rev4024767 sha256:d7ac8dad4099a83a2cd898fa4a913fd6700f6dcd459271d2fe93090778b323d3
hero_skill|hero_quinn|E|旋翔掠杀,98,hero_skill,hero_quinn,E,旋翔掠杀,quinn-e,,,needs_runtime_extension,blocked,数据参考/lol-wiki-current-champions/normalized/generic/quinn-e.json@rev4024768 sha256:9f6baba1d062b473d41586cd8323f31bd7c1c4d865db134a783c19ae998e7714
hero_skill|hero_quinn|R|深入敌后,99,hero_skill,hero_quinn,R,深入敌后,quinn-r,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/quinn-r.json@rev4021953 sha256:dcb0152c001edd23b95b81d2a8da588ce46ed0e658def89615bf3cc36e1aaa8c
hero_skill|hero_samira|P|悍勇本色,100,hero_skill,hero_samira,P,悍勇本色,samira-p,,,needs_runtime_extension,blocked,数据参考/lol-wiki-current-champions/normalized/generic/samira-p.json@rev4008026 sha256:0ae9bfd6e6fbd9d63412fa98c64f2fd5e4825293a91df13602730358e428090e
hero_skill|hero_samira|Q|交火,101,hero_skill,hero_samira,Q,交火,samira-q,,,needs_runtime_extension,blocked,数据参考/lol-wiki-current-champions/normalized/generic/samira-q.json@rev4008027 sha256:7f65786ccae8186903166195be9151294adef3539fe97f067de4273e162cd203
hero_skill|hero_samira|W|锋旋,102,hero_skill,hero_samira,W,锋旋,samira-w,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/samira-w.json@rev3936240 sha256:a45a727dec4a914ff28dff4dd35f4f8333ec429fe758623c991da5eaa0f5314b
hero_skill|hero_samira|E|狂飙,103,hero_skill,hero_samira,E,狂飙,samira-e,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/samira-e.json@rev4008028 sha256:a4cadd7417a20386273b6317e8bfec7c93bb0945a7f0b65a4e12de8571097480
hero_skill|hero_samira|R|炼狱扳机,104,hero_skill,hero_samira,R,炼狱扳机,samira-r,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/samira-r.json@rev3992663 sha256:4b7e8eea31dda62bc4ec084db3fdc964668d6316e495fc62bdb78cde64296a9f
hero_skill|hero_senna|P|赦除,105,hero_skill,hero_senna,P,赦除,senna-p,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/senna-p.json@rev4034707 sha256:375dcdffaf52df41183e2036f0a3fc682168f3f6d012fa6017b21760e0dd5a63
hero_skill|hero_senna|Q|黑暗洞灭,106,hero_skill,hero_senna,Q,黑暗洞灭,senna-q,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/senna-q.json@rev4042887 sha256:e546be97aaf2f4b9ff2468b22a144f37933f3a6a4a29e2e1d45a69c0adcb8a41
hero_skill|hero_senna|W|无尽厮守,107,hero_skill,hero_senna,W,无尽厮守,senna-w,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/senna-w.json@rev4009139 sha256:48698aa2864b79564b1ea0ed624de8fc7123c3127c1e56deaa002d1aad3c8492
hero_skill|hero_senna|E|黑雾咒附,108,hero_skill,hero_senna,E,黑雾咒附,senna-e,,,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-champions/normalized/generic/senna-e.json@rev3994514 sha256:644c55c1e09333af03ffb84e7120dec5da6d7d0c93c872b83ea4b4d5ae48956f
hero_skill|hero_senna|R|暗影燎原,109,hero_skill,hero_senna,R,暗影燎原,senna-r,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/senna-r.json@rev4008033 sha256:4de188cce3d04f172d37f07db4e7c8e240388c5346f56838c82a3e6205c9de36
hero_skill|hero_sivir|P|敏锐疾行,110,hero_skill,hero_sivir,P,敏锐疾行,sivir-p,,,needs_manual_baseline,out_of_scope,数据参考/lol-wiki-current-champions/normalized/generic/sivir-p.json@rev3985850 sha256:67e71ffb559bf8ad34434dbee65099aa5668fff2618d62127f57c95fff972847
hero_skill|hero_sivir|Q|回旋之刃,111,hero_skill,hero_sivir,Q,回旋之刃,sivir-q,,,needs_manual_baseline,blocked,数据参考/lol-wiki-current-champions/normalized/generic/sivir-q.json@rev4016378 sha256:0adcf3916b63e8b0ae6c2c7ad74d1796e3362a3a22682c58ef92aaccfae43e5e
hero_skill|hero_sivir|W|弹射,112,hero_skill,hero_sivir,W,弹射,sivir-w,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/sivir-w.json@rev4008042 sha256:480018d996ad196644fa7dc4af55e1f3028fdfff64af71c5c9ebaf9ad9e63a29
hero_skill|hero_sivir|E|法术护盾,113,hero_skill,hero_sivir,E,法术护盾,sivir-e,,,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-champions/normalized/generic/sivir-e.json@rev3788826 sha256:e283e13b19eca7fc1b2d66c587fb251f8407d147f40a943e278bdb7315a14998
hero_skill|hero_sivir|R|狩猎,114,hero_skill,hero_sivir,R,狩猎,sivir-r,,,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-champions/normalized/generic/sivir-r.json@rev3936364 sha256:0c76b1e0773133a3183bedab98fa000fcee961703741062dbb15bfc50fb8811a
hero_skill|hero_smolder|P|龙之研习,115,hero_skill,hero_smolder,P,龙之研习,smolder-p,,,needs_manual_baseline,blocked,数据参考/lol-wiki-current-champions/normalized/generic/smolder-p.json@rev4025344 sha256:0df04e3ea2e32d28ad401d5ac2014e4468150f57c9628d06cd2e22c3f7a948f8
hero_skill|hero_smolder|Q|超级灼热龙息,116,hero_skill,hero_smolder,Q,超级灼热龙息,smolder-q,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/smolder-q.json@rev4030432 sha256:fa22270e67b597e72bd1eaccf4be98f23be1d5687165e6ef3184ca928199b877
hero_skill|hero_smolder|W|阿嚏！,117,hero_skill,hero_smolder,W,阿嚏！,smolder-w,,,needs_manual_baseline,blocked,数据参考/lol-wiki-current-champions/normalized/generic/smolder-w.json@rev4025346 sha256:554f5a0bea841a52945e39ecafaf8fd8e6460a49ed4f69196957f3d6c30b1744
hero_skill|hero_smolder|E|扑棱，扑棱，扑棱！,118,hero_skill,hero_smolder,E,扑棱，扑棱，扑棱！,smolder-e,,,needs_manual_baseline,blocked,数据参考/lol-wiki-current-champions/normalized/generic/smolder-e.json@rev4025347 sha256:f93a0f829e25f668efae3b0345baa1959256b05410ab6cb2f76afedc0a67c744
hero_skill|hero_smolder|R|妈----！,119,hero_skill,hero_smolder,R,妈----！,smolder-r,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/smolder-r.json@rev4025343 sha256:d0fd211614ca3ea3d5b721423a99f5302454b7fd388fca2b9110a23d5490e771
hero_skill|hero_teemo|P|游击队军备,120,hero_skill,hero_teemo,P,游击队军备,teemo-p,,,already_covered,blocked,数据参考/lol-wiki-current-champions/normalized/generic/teemo-p.json@rev4010103 sha256:bbd4dd78e7d12802b24930c655ee16c0527f94771f0b5aa81ffbec2fa4c2d97b
hero_skill|hero_teemo|Q|致盲吹箭,121,hero_skill,hero_teemo,Q,致盲吹箭,teemo-q,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/teemo-q.json@rev3948425 sha256:4e3c475ed55ec865f6a9060c8ad0b2665e5379b3ae7e9e5cb644f83212b240a7
hero_skill|hero_teemo|W|小莫快跑,122,hero_skill,hero_teemo,W,小莫快跑,teemo-w,,,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-champions/normalized/generic/teemo-w.json@rev4010102 sha256:f7535dae8216d9f31490ba06c55b72308364d450c32eee4b2e167422d3db23c7
hero_skill|hero_teemo|E|毒性射击,123,hero_skill,hero_teemo,E,毒性射击,teemo-e,,,already_covered,migrated,数据参考/lol-wiki-current-champions/normalized/generic/teemo-e.json@rev4022986 sha256:3d6f3bae2dbf2c1a9627f06a82877ca9e39bb9e55010d690cf4d87dd04846613
hero_skill|hero_teemo|R|种蘑菇,124,hero_skill,hero_teemo,R,种蘑菇,teemo-r,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/teemo-r.json@rev4015245 sha256:e3ad342c267dfa3b2d0817cecbd7903eccdcac5fa35993fa6a2be45ca46bb548
hero_skill|hero_tristana|P|瞄准,125,hero_skill,hero_tristana,P,瞄准,tristana-p,,,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-champions/normalized/generic/tristana-p.json@rev3986179 sha256:079ae9429bb49e84fc8ad0fecd70d7b328bdc6f9995440feeeef2167e218595d
hero_skill|hero_tristana|Q|急速射击,126,hero_skill,hero_tristana,Q,急速射击,tristana-q,,,needs_manual_baseline,blocked,数据参考/lol-wiki-current-champions/normalized/generic/tristana-q.json@rev4026462 sha256:f6465863035c4634510ecc96e9ee04f4a998d150871d88e498e6636e27a9d4da
hero_skill|hero_tristana|W|火箭跳跃,127,hero_skill,hero_tristana,W,火箭跳跃,tristana-w,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/tristana-w.json@rev4007758 sha256:cf0e3ae91310ab5e7cc04408941671520e3464f75bc61da683b100ea82e56eec
hero_skill|hero_tristana|E|爆炸火花,128,hero_skill,hero_tristana,E,爆炸火花,tristana-e,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/tristana-e.json@rev4008204 sha256:c66748f43bb67ed75c6174bd5ac48083fb3c93fea420d15619bd240cf12fdda7
hero_skill|hero_tristana|R|毁灭射击,129,hero_skill,hero_tristana,R,毁灭射击,tristana-r,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/tristana-r.json@rev4008205 sha256:2dff322949f442acc00a7074458fd5ed9bc542d6fd143b818a9a7151e117c058
hero_skill|hero_twistedfate|P|灌铅骰子,130,hero_skill,hero_twistedfate,P,灌铅骰子,twistedfate-p,,,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-champions/normalized/generic/twistedfate-p.json@rev4005221 sha256:648891b415595163d1ee7fe1c99e0ca0879ed52d08b4d05aaeaaa82d2d7ed6ef
hero_skill|hero_twistedfate|Q|万能牌,131,hero_skill,hero_twistedfate,Q,万能牌,twistedfate-q,,,needs_manual_baseline,blocked,数据参考/lol-wiki-current-champions/normalized/generic/twistedfate-q.json@rev3950864 sha256:9cdd62cc18d41a4bbe1e42ac8202b40a776f7da51c67c6f2fea37f9ed1f0d597
hero_skill|hero_twistedfate|W|选牌,132,hero_skill,hero_twistedfate,W,选牌,twistedfate-w,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/twistedfate-w.json@rev4004668 sha256:f7e801c87dbe09721db968911de5944757184e06cc0b661e6659bbe08f6e26aa
hero_skill|hero_twistedfate|E|卡牌骗术,133,hero_skill,hero_twistedfate,E,卡牌骗术,twistedfate-e,,,already_covered,migrated,数据参考/lol-wiki-current-champions/normalized/generic/twistedfate-e.json@rev3963571 sha256:748d2cc6fc7a537740e1b26c1f7e2270a6eea8afc20d9c82236448fc562587e0
hero_skill|hero_twistedfate|R|命运,134,hero_skill,hero_twistedfate,R,命运,twistedfate-r,,,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-champions/normalized/generic/twistedfate-r.json@rev4017975 sha256:afc397445e334baa35fe369ff56fac0d1792306eda5234d0e39e1fbfde485a06
hero_skill|hero_twitch|P|死亡毒液,135,hero_skill,hero_twitch,P,死亡毒液,twitch-p,,,already_covered,blocked,数据参考/lol-wiki-current-champions/normalized/generic/twitch-p.json@rev4013286 sha256:1567c0efec7f9e9021f6dc02410f92262dfa30128acc457c531199dbc9121b44
hero_skill|hero_twitch|Q|埋伏,136,hero_skill,hero_twitch,Q,埋伏,twitch-q,,,already_covered,blocked,数据参考/lol-wiki-current-champions/normalized/generic/twitch-q.json@rev3982645 sha256:7d564e7969cb578018a8ff9f7e1d9a2c8c051f201a4ba2dfe985a5a79f689df3
hero_skill|hero_twitch|W|剧毒之桶,137,hero_skill,hero_twitch,W,剧毒之桶,twitch-w,,,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-champions/normalized/generic/twitch-w.json@rev4012250 sha256:acb1edf3d7f34aba53c08696487e75be11a3197ea2a360b0047cb7c28365c807
hero_skill|hero_twitch|E|毒性爆发,138,hero_skill,hero_twitch,E,毒性爆发,twitch-e,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/twitch-e.json@rev3907215 sha256:f9daa9e2c0474c33360215062ef79244f1606198bc3b771b7e8e5aa58bedf37c
hero_skill|hero_twitch|R|火力全开,139,hero_skill,hero_twitch,R,火力全开,twitch-r,,,needs_runtime_extension,blocked,数据参考/lol-wiki-current-champions/normalized/generic/twitch-r.json@rev3993607 sha256:feb40917d12acfbe759ee89441aba5dd22c0257bc0fc2b662e494c3a79afea79
hero_skill|hero_varus|P|复仇之欲,140,hero_skill,hero_varus,P,复仇之欲,varus-p,,,already_covered,blocked,数据参考/lol-wiki-current-champions/normalized/generic/varus-p.json@rev4026465 sha256:9ecf0d698d0ec56f2c19bed4e49b22aec35fb51ad0d1f6785d45b3084edc83c5
hero_skill|hero_varus|Q|穿刺之箭,141,hero_skill,hero_varus,Q,穿刺之箭,varus-q,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/varus-q.json@rev4026469 sha256:bdbbe064008b969e153800f7d5cdb305f84eca1ef043d8e6f8ce41c5db2659dd
hero_skill|hero_varus|W|枯萎箭袋,142,hero_skill,hero_varus,W,枯萎箭袋,varus-w,,,already_covered,blocked,数据参考/lol-wiki-current-champions/normalized/generic/varus-w.json@rev4026472 sha256:16307174c4039d8ce71e639396328b2473f4a7e16247a7b2f8a183599b0901d2
hero_skill|hero_varus|E|恶灵箭雨,143,hero_skill,hero_varus,E,恶灵箭雨,varus-e,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/varus-e.json@rev3969402 sha256:7b4be71bcc26ba933dff0235882d272c14e406abbf505290018ba15a5ba658e9
hero_skill|hero_varus|R|腐败锁链,144,hero_skill,hero_varus,R,腐败锁链,varus-r,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/varus-r.json@rev4008213 sha256:62b397cc7133a767427e00a1a5b435fcb3fd94b4ec5021be4a7869837683e4ed
hero_skill|hero_vayne|P|暗夜猎手,145,hero_skill,hero_vayne,P,暗夜猎手,vayne-p,,,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-champions/normalized/generic/vayne-p.json@rev3920984 sha256:4048647af4d24a7f3dee2dc4ab56b1f72766289a0e61241cb3cc02e88736d75d
hero_skill|hero_vayne|Q|闪避突袭,146,hero_skill,hero_vayne,Q,闪避突袭,vayne-q,,,needs_runtime_extension,blocked,数据参考/lol-wiki-current-champions/normalized/generic/vayne-q.json@rev4015566 sha256:5ae387c07aa6c510a9da57df976b6e6ba9d3b52490fa91ce59e1221813fe9dad
hero_skill|hero_vayne|W|圣银弩箭,147,hero_skill,hero_vayne,W,圣银弩箭,vayne-w,,,already_covered,migrated,数据参考/lol-wiki-current-champions/normalized/generic/vayne-w.json@rev3949891 sha256:fe4559b2bca55dc8d95c66e9241d96b77c4abe2cb39505f7ce90bfe174886e41
hero_skill|hero_vayne|E|恶魔审判,148,hero_skill,hero_vayne,E,恶魔审判,vayne-e,,,needs_manual_baseline,blocked,数据参考/lol-wiki-current-champions/normalized/generic/vayne-e.json@rev4008541 sha256:f2b2ba17b90ff5096a9a154f8d1fd4cc43ed3e1be4ebb502cb644acf17712c37
hero_skill|hero_vayne|R|终极时刻,149,hero_skill,hero_vayne,R,终极时刻,vayne-r,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/vayne-r.json@rev3807995 sha256:e417f1cfc5e8253fdfe8140c4659e8fe63441c38ca3aa1e37d69aa31e25d682d
hero_skill|hero_xayah|P|锐切,150,hero_skill,hero_xayah,P,锐切,xayah-p,,,needs_manual_baseline,blocked,数据参考/lol-wiki-current-champions/normalized/generic/xayah-p.json@rev3967343 sha256:5cfe6e5e30cdc8e6fde07791288f5a85e5ef01f543670ce2248323ccb6ead171
hero_skill|hero_xayah|Q|双刃,151,hero_skill,hero_xayah,Q,双刃,xayah-q,,,needs_manual_baseline,blocked,数据参考/lol-wiki-current-champions/normalized/generic/xayah-q.json@rev4008615 sha256:8010e567d2366730c5eb6cd0a31baec09c7f5137018ab2ca15fd84f167d990fd
hero_skill|hero_xayah|W|致死羽衣,152,hero_skill,hero_xayah,W,致死羽衣,xayah-w,,,out_of_scope_for_single_target_dps,migrated,数据参考/lol-wiki-current-champions/normalized/generic/xayah-w.json@rev4010669 sha256:09d5476533722311e85c4ca79813cd0bec2cf35d105be894b80dac14478845a7
hero_skill|hero_xayah|E|倒钩,153,hero_skill,hero_xayah,E,倒钩,xayah-e,,,needs_manual_baseline,blocked,数据参考/lol-wiki-current-champions/normalized/generic/xayah-e.json@rev4002073 sha256:3e6ffa135022f13984b26d9551afc323444e1ff9e80506ece5afba820827d486
hero_skill|hero_xayah|R|暴风羽刃,154,hero_skill,hero_xayah,R,暴风羽刃,xayah-r,,,needs_manual_baseline,blocked,数据参考/lol-wiki-current-champions/normalized/generic/xayah-r.json@rev4008617 sha256:cb5c8ba5486a55027e7c2252589fa8e5d821d346cc44afa99243de71ce5b3077
hero_skill|hero_yunara|P|初生之誓,155,hero_skill,hero_yunara,P,初生之誓,yunara-p,,,needs_runtime_extension,blocked,数据参考/lol-wiki-current-champions/normalized/generic/yunara-p.json@rev4016849 sha256:ff68851d6585864c8e8d937d52ff431f4776df68eecd41a26a45ebd2398f3679
hero_skill|hero_yunara|Q|灵蕴拳,156,hero_skill,hero_yunara,Q,灵蕴拳,yunara-q,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/yunara-q.json@rev4041330 sha256:d5554af1c3b781b8d27de90bd325493a23d270f095e3c8e48377a1e4d159d2a4
hero_skill|hero_yunara|W|善恶轮 | 寂灭掌,157,hero_skill,hero_yunara,W,善恶轮 | 寂灭掌,yunara-w,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/yunara-w.json@rev4008650 sha256:d41412bf696ea8f7c30d1cd412535ce27bf3f5019498141fdf72e76659316bff
hero_skill|hero_yunara|E|明踪步 | 夜影翻,158,hero_skill,hero_yunara,E,明踪步 | 夜影翻,yunara-e,,,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-champions/normalized/generic/yunara-e.json@rev3960443 sha256:d3ea6d4af438dd7138ac7a655d75243e04988dccb08922bd3a6d116313720b85
hero_skill|hero_yunara|R|定圣诀,159,hero_skill,hero_yunara,R,定圣诀,yunara-r,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/yunara-r.json@rev4038856 sha256:08923a97970d25edccf48fec7efa219d80615969ee3f2be14c7659ed4bef7462
hero_skill|hero_zeri|P|内能迁转,160,hero_skill,hero_zeri,P,内能迁转,zeri-p,,,needs_manual_baseline,blocked,数据参考/lol-wiki-current-champions/normalized/generic/zeri-p.json@rev4041739 sha256:606fca74a738c7316244158d054700a73b8c4e4ccd63e90e3dc0814f533a737b
hero_skill|hero_zeri|Q|电火迸射,161,hero_skill,hero_zeri,Q,电火迸射,zeri-q,,,needs_manual_baseline,blocked,数据参考/lol-wiki-current-champions/normalized/generic/zeri-q.json@rev4041832 sha256:23aff813263c819fc05d70d5512b0db552478597ded7ba183856781edea8ab22
hero_skill|hero_zeri|W|强穿激光,162,hero_skill,hero_zeri,W,强穿激光,zeri-w,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/zeri-w.json@rev4013271 sha256:15fcbdd7e08c794cfe503b860732dfead4092b1e4aaa9b8a482a4ac70e6d4bb2
hero_skill|hero_zeri|E|灿丽花火,163,hero_skill,hero_zeri,E,灿丽花火,zeri-e,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/zeri-e.json@rev4015351 sha256:87000a9142ce2f8481ffd9683a231b32a87681e531d2a4dd6a06bfa52fa42d4d
hero_skill|hero_zeri|R|超限爆闪,164,hero_skill,hero_zeri,R,超限爆闪,zeri-r,,,out_of_scope_for_single_target_dps,blocked,数据参考/lol-wiki-current-champions/normalized/generic/zeri-r.json@rev4016978 sha256:d5335584b29602564b602b4711db7584d5ccaa03e1c4232f73c1b45e6da76240
item_passive|2501|item_passive|专横,165,item_passive,2501,item_passive,专横,,2501,pass,needs_manual_baseline,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_2501_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|2501|item_passive|报复,166,item_passive,2501,item_passive,报复,,2501,pass2,needs_manual_baseline,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_2501_slots_pass2@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|2510|item_passive|咒刃,167,item_passive,2510,item_passive,咒刃,,2510,pass,needs_runtime_extension,partial,数据参考/lol-wiki-current-items/current-items.normalized.json#item_2510_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|2512|item_passive|守夜,168,item_passive,2512,item_passive,守夜,,2512,pass,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_2512_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|2512|item_passive|开战弹幕,169,item_passive,2512,item_passive,开战弹幕,,2512,pass2,needs_runtime_extension,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_2512_slots_pass2@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|2517|item_passive|饥馑,170,item_passive,2517,item_passive,饥馑,,2517,pass,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_2517_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|2517|item_passive|盛宴,171,item_passive,2517,item_passive,盛宴,,2517,pass2,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_2517_slots_pass2@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|2520|item_passive|成型炸药,172,item_passive,2520,item_passive,成型炸药,,2520,pass,out_of_scope_for_single_target_dps,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_2520_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|2520|item_passive|破坏,173,item_passive,2520,item_passive,破坏,,2520,pass2,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_2520_slots_pass2@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|2523|item_passive|高倍望远镜,174,item_passive,2523,item_passive,高倍望远镜,,2523,pass,already_covered,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_2523_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
