itemId,name,goldCost,purchasableMap11,adcCompleted,statKeys,skillRefs,dpsOperations,mechanismTags,coverageStatus,nextAction,evidenceRefs,textPreview
3095,岚切,3000,false,false,ad;crit_chance,,,on_hit;crit;damage_modifier;charge;dot_or_duration,special_or_non_map11,defer,,大幅强化其它盈能效果。 50攻击力 20%攻击速度 25%暴击几率 盈能 移动和攻击会生成一次盈能攻击。 弩箭 你的盈能攻击附带0额外魔法伤害并提供持续1.5秒的45%移动速度。
3097,岚切,3200,true,true,ad;attack_speed;crit_chance,,,on_hit;crit;damage_modifier;shield_or_heal;charge;dot_or_duration,adc_pool_passive_gap,record_tooltip_and_encode_passive,BatchC_stats,周期性击杀敌方小兵来为一名附近友军提供治疗和金币 50攻击力 20%攻击速度 25%暴击几率 盈能 移动和攻击会生成一次盈能攻击。 弩箭 你的盈能攻击附带0额外魔法伤害并提供持续1.5秒的45%移动速度。
3100,巫妖之祸,2900,true,true,ability_haste;ap;ms_pct,,,on_hit;damage_modifier;active;spellblade,adc_pool_passive_gap,record_tooltip_and_encode_passive,BatchC_stats,在施法后，为下次普攻提供加成效果 100法术强度 4%移动速度 10技能急速 咒刃 施放技能后，你的下一次攻击会造成额外魔法伤害攻击特效。
3102,女妖面纱,3000,true,false,ap;magic_resist,,,shield_or_heal,map11_stats_present_non_adc_pool,defer_until_pool_selected,,周期性阻挡敌方技能 105法术强度 40魔法抗性 废除 提供一层法术护盾来格挡下一个敌方技能。
3105,军团圣盾,1100,false,false,ability_haste;armor;magic_resist,,,,special_or_non_map11,defer,,提供护甲和魔法抗性 25护甲 25魔法抗性 10技能急速
3107,救赎,2300,true,false,ability_haste;hp,,,active;shield_or_heal,map11_stats_present_non_adc_pool,defer_until_pool_selected,,主动使用以在一个区域内治愈友军和伤害敌军 30法术强度 15技能急速 100%基础法力回复 10%治疗和护盾强度 干涉 在2.5秒后，为友方单位们回复150 - 350生命值，并对敌方英雄们造成10%最大生命值的真实伤害。
3108,恶魔法典,850,true,false,ability_haste;ap,,,,map11_stats_present_non_adc_pool,defer_until_pool_selected,,提升法术强度和冷却缩减 25法术强度 10技能急速
3109,骑士之誓,2300,true,false,ability_haste;armor;hp,,,shield_or_heal,map11_stats_present_non_adc_pool,defer_until_pool_selected,,与一名友方英雄搭档来保护彼此 200生命值 40护甲 10技能急速 100%基础生命回复 牺牲 当你的誓约者在附近时，将其所受的12%伤害转移到你身上，并为你提供相当于其对英雄的10%已造成伤害值的治疗效果。立誓(0秒) 指定一名友方英雄作为你的誓约者。
3110,冰霜之心,2500,true,false,ability_haste;armor;mana,,,,map11_stats_present_non_adc_pool,defer_until_pool_selected,,巨幅提升护甲并减慢敌人的普攻 75护甲 400法力 20技能急速 凛冬之抚 使附近敌方英雄的攻击速度降低20%。
3111,水银之靴,1250,true,false,magic_resist;ms_f,,,,map11_stats_present_non_adc_pool,defer_until_pool_selected,,提升移动速度并降低限制效果的时长 20魔法抗性 45移动速度 30%韧性
3112,守护者法球,950,true,false,ap;hp,,,,map11_stats_present_non_adc_pool,defer_until_pool_selected,,法师型英雄的优秀起始装备 50法术强度 150生命值 复原力：每5秒回复10法力值。如果你不能获得法力值，则转而回复15生命值。
3113,以太精魂,900,true,false,ap;ms_pct,,,,map11_stats_present_non_adc_pool,defer_until_pool_selected,,提升法术强度和移动速度 30法术强度 4%移动速度
3115,纳什之牙,2900,true,true,ability_haste;ap;attack_speed,,,on_hit;damage_modifier,adc_pool_passive_gap,record_tooltip_and_encode_passive,BatchC_stats,提升攻击力，法术强度和冷却缩减 80法术强度 50%攻击速度 15技能急速 艾卡西亚之咬 普攻造成额外魔法伤害 攻击特效。
3116,瑞莱的冰晶节杖,2600,true,false,ap;hp,,,slow_or_cc;dot_or_duration,map11_stats_present_non_adc_pool,defer_until_pool_selected,,技能使敌人减速 65法术强度 400生命值 凝霜 伤害型技能会使敌人减速30%，持续1秒。
3117,疾行之靴,1000,false,false,ms_f,,,,special_or_non_map11,defer,,脱离战斗后，显著增强移动速度 25移动速度 当处于非战斗状态至少5秒时，使这个装备的效果提升至45。
3118,残疫,2700,true,false,ability_haste;ap;mana,,,penetration_or_shred;dot_or_duration,map11_stats_present_non_adc_pool,defer_until_pool_selected,,与一名友方英雄搭档来保护彼此 90法术强度 600法力 15技能急速 蔑视 获得20终极技能急速。 憎恨之雾 在用你的终极技能对一个英雄造成伤害时，灼烧其脚下的地面3秒，每秒造成魔法伤害并削减其魔法抗性。
3119,凛冬之临,2400,true,false,ability_haste;hp;mana,,,,map11_stats_present_non_adc_pool,defer_until_pool_selected,,550生命值 500法力 15技能急速 敬畏 获得0生命值。 法力流 (8秒，最大4层) 普攻和技能在命中时会提供3最大法力值(对英雄时翻倍)。 在360最大法力值时转变为末日寒冬。
3121,末日寒冬,2400,false,false,ability_haste;hp;mana,,,shield_or_heal;slow_or_cc;dot_or_duration,special_or_non_map11,defer,,550生命值 1000法力 15技能急速 敬畏 获得0生命值。 永续(0秒) 定身或减速 (仅限近战)一名敌方英雄时会提供一个持续3秒的护盾 。 如果附近有1名以上的敌人，则护盾值会提升80%。
3123,死刑宣告,800,true,false,ad,,,dot_or_duration,map11_stats_present_non_adc_pool,defer_until_pool_selected,,用于对抗拥有高生命回复的敌人 15攻击力 重伤 对敌方英雄造成物理伤害时会施加持续3秒的40%重伤效果。
3124,鬼索的狂暴之刃,3000,true,true,ad;ap;attack_speed,item_3124_guinsoos_boiling_strike_dps_v2,item_3124_guinsoos_boiling_strike_dps_v2:attacker:damage+add_stack+stat_modifier+phantom_hit_on_hit_repeat,on_hit;damage_modifier;dot_or_duration,live_dps_passive_present,keep_regression,BatchC_stats;BatchD_game_baseline;BatchK_phantom_hit,30攻击力 30法术强度 25%攻击速度 怨怒 攻击造成30额外魔法伤害攻击特效。 沸腾打击 攻击会提供8%攻击速度，持续3秒(可叠加4次)。 在满层状态下，每第三次攻击会附带2次攻击特效。
3128,冥火之拥,2900,false,false,ability_haste;ap,,,active;dot_or_duration,special_or_non_map11,defer,,主动施放来提升对单个敌方英雄的所有魔法伤害值 120法术强度 10技能急速 主动 - 沉默：造成相当于目标15%最大生命值的魔法伤害，然后使其所受伤害增幅15%，持续4秒(90(0秒))。
3131,神圣之剑,2300,false,false,ad;attack_speed,,,crit;active;dot_or_duration,special_or_non_map11,defer,,激活以获得100%暴击几率，持续短暂时间。 30攻击力 25%攻击速度 18穿甲 主动 - 神圣祝福：提供100%攻击速度 和100%暴击几率，持续3秒或3次普攻(90(0秒))。
3133,考尔菲德的战锤,1050,true,false,ability_haste;ad,,,,map11_stats_present_non_adc_pool,defer_until_pool_selected,,攻击力和冷却缩减 20攻击力 10技能急速
3134,锯齿短匕,1000,true,false,ad,,,,map11_stats_present_non_adc_pool,defer_until_pool_selected,,提升攻击力和穿甲 20攻击力 10穿甲
3135,虚空之杖,3000,true,false,ap,,,penetration_or_shred,map11_stats_present_non_adc_pool,defer_until_pool_selected,,提升魔法伤害 95法术强度 40%法术穿透
3137,蜕生,3000,true,false,ability_haste;ap,,,active;shield_or_heal;penetration_or_shred,map11_stats_present_non_adc_pool,defer_until_pool_selected,,主动施放来移除所有减益并提供巨幅移速 75法术强度 30%法术穿透 20技能急速 死中焕生 每当一个敌方英雄在被你造成伤害后的3秒内阵亡时，在其所在位置生成一个新星，来为友军们治疗生命值。
3139,水银弯刀,3200,true,true,ad;life_steal;magic_resist,,,active,adc_pool_stats_only,no_user_data_needed_now,BatchC_stats,主动施放来移除所有控制类减益效果并提供巨幅移速 50攻击力 35魔法抗性 10%生命偷取 主动 水银 移除所有控制类减益效果(浮空除外)，并提供移动速度。
3140,水银饰带,1300,true,false,magic_resist,,,active,map11_stats_present_non_adc_pool,defer_until_pool_selected,,主动施放来移除所有控制类减益效果 30魔法抗性 水银 移除所有控制类减益效果(滞空除外)。
3142,幽梦之灵,2800,true,true,ad;armor_pen_flat;ms_pct,,,active;dot_or_duration,adc_pool_stats_only,no_user_data_needed_now,BatchC_stats,主动施放来显著提升移动速度 55攻击力 18穿甲 4%移动速度 鬼影萦绕 非战斗状态期间获得0移动速度。 鬼魂步伐 提供移动速度和幽灵状态，持续0秒。
3143,兰顿之兆,2700,true,false,armor;hp,item_3143_randuin_crit_reduction_dps_v2,item_3143_randuin_crit_reduction_dps_v2:target:damage_modifier,crit;active;slow_or_cc;dot_or_duration,live_dps_passive_present,keep_regression,BatchU1_tooltip_20260615;BatchU_current_wasm,显著提升防御属性，主动施放来减速身边的敌人 350生命值 75护甲 复原力 所受的来自暴击的伤害降低30%。 谦卑 对附近敌人造成持续2秒的70%减速。
3144,斥候弹弓,600,true,false,attack_speed,,,damage_modifier;active;slow_or_cc,future_full_item_passive_review,future_tooltip_review,,主动施放来对目标英雄造成魔法伤害和减速 20%攻击速度 靶心 对一名敌方英雄造成伤害时会造成额外魔法伤害。 攻击可使这个冷却时间缩减1秒。
3145,海克斯科技发电机,1100,true,false,ap,,,damage_modifier,future_full_item_passive_review,future_tooltip_review,,提升法术强度。普攻会周期性附带额外魔法伤害。 45法术强度 转速加快 对一名敌方英雄造成伤害时会造成额外魔法伤害。
3146,海克斯科技枪刃,3000,true,true,ad;ap;omnivamp,,,active;slow_or_cc;dot_or_duration,adc_pool_stats_only,no_user_data_needed_now,BatchC_stats,提升攻击力和法术强度，主动施放来减速目标 80法术强度 40攻击力 10%全能吸血 主动 (0秒) 闪电弹 震击目标敌方英雄，造成0魔法伤害和持续1.5秒的25%减速。
3147,幽魂面具,1300,true,false,ap;hp,,,damage_modifier,future_full_item_passive_review,future_tooltip_review,,偷袭敌人时造成额外物理伤害 30法术强度 200生命值 癫狂 在与敌方英雄作战时，每过1秒，就会造成2%额外伤害，至多至6%。
3152,海克斯科技火箭腰带,2650,true,false,ability_haste;ap;hp,,,active,map11_stats_present_non_adc_pool,defer_until_pool_selected,,主动施放来向前冲刺并释放一阵炫目的轰炸 70法术强度 300生命值 20技能急速 超音速 朝着目标方向冲刺，释放多颗魔法弹，魔法弹造成魔法伤害。
3153,破败王者之刃,3200,true,true,ad;attack_speed;life_steal,item_3153_blade_of_the_ruined_king_mists_edge_dps_v2;item_3153_batch_r_coeff_probe_dps_v2,item_3153_blade_of_the_ruined_king_mists_edge_dps_v2:attacker:damage;item_3153_batch_r_coeff_probe_dps_v2:attacker:coefficient_modifier,on_hit;current_hp;damage_modifier;slow_or_cc;dot_or_duration,live_dps_passive_present,keep_regression,BatchC_stats;BatchD_game_baseline;BatchR_coeff_probe,造成基于目标生命值的伤害，并能偷取移动速度 40攻击力 25%攻击速度 10%生命偷取 雾之锋 攻击造成一部分敌人当前生命值的额外物理伤害 攻击特效。 抓挠之影 攻击一位英雄3次会对其造成持续1秒的30%减速。
3155,海克斯饮魔刀,1300,true,false,ad;magic_resist,,,shield_or_heal;dot_or_duration,map11_stats_present_non_adc_pool,defer_until_pool_selected,,提升攻击力和魔法抗性 25攻击力 25魔法抗性 救主灵刃 在受到将使你的生命值跌到30%以下的魔法伤害时，提供持续2.5秒的魔法伤害护盾。
3156,玛莫提乌斯之噬,3100,true,true,ability_haste;ad;magic_resist,,,shield_or_heal;dot_or_duration,adc_pool_stats_only,no_user_data_needed_now,BatchC_stats,生命值很低时提供攻击力 60攻击力 15技能急速 40魔法抗性 救主灵刃 在受到将使你的生命值跌到30%以下的魔法伤害时，提供持续3秒的魔法伤害护盾和持续到战斗状态结束的10%全能吸血。
3157,中娅沙漏,3250,true,false,ap;armor,,,active,map11_stats_present_non_adc_pool,defer_until_pool_selected,,主动施放来变得无敌但无法行动 105法术强度 50护甲 时间停止 进入凝滞状态2.5秒。
3158,明朗之靴,900,true,false,ability_haste;ms_f,,,,map11_stats_present_non_adc_pool,defer_until_pool_selected,,提升移动速度和冷却缩减 10技能急速 45移动速度 艾欧尼亚的洞悉 获得10召唤师技能急速。
3161,朔极之矛,3100,true,true,ad;hp,,,damage_modifier;dot_or_duration,adc_pool_passive_gap,record_tooltip_and_encode_passive,BatchC_stats,使来自英雄的伤害减少一个固定的数额。在多个敌方英雄附近时进行攻击，可使这个数额短暂提升。 45攻击力 450生命值 龙之力量 获得25基础技能急速。 专注意志 使用技能造成伤害会使你的英雄技能和被动伤害提升3%，持续6秒。（叠加4次）。
3165,莫雷洛秘典,2850,true,false,ability_haste;ap,,,dot_or_duration,map11_stats_present_non_adc_pool,defer_until_pool_selected,,提升魔法伤害 75法术强度 350生命值 15技能急速 重伤 对敌方英雄造成魔法伤害时会施加持续3秒的40%重伤效果。
3168,不朽之路,,false,false,ms_f,,,,special_or_non_map11,defer,,
3170,迅速进军,1000,true,false,ms_f,,,slow_or_cc,map11_stats_present_non_adc_pool,defer_until_pool_selected,,增强防御属性并减少限制时长 65移动速度 迅捷步 将减速效果的效能降低40%。 诺克萨斯的狂热 获得相当于你5%移动速度的适应之力。
3171,猩红明朗,900,true,false,ms_f,,,active;dot_or_duration,map11_stats_present_non_adc_pool,defer_until_pool_selected,,20技能急速 45移动速度 艾欧尼亚的洞悉 获得20召唤师技能急速。 诺克萨斯的急速 用技能增强或保护友军、用技能对敌军造成伤害或者施放召唤师技能会提供持续4秒的0移动速度。 【诺克萨斯的急速】每次施放技能只能被触发1次。
3172,灵风,1100,true,false,attack_speed;ms_f,,,on_hit;dot_or_duration,future_full_item_passive_review,future_tooltip_review,,机动和韧性 40%攻击速度 45移动速度 5%生命偷取 诺克萨斯的步法 对英雄的普攻会提供在2秒内持续衰减的移动速度 攻击特效。
3173,带链碾碎者,1250,true,false,magic_resist;ms_f,,,shield_or_heal;dot_or_duration,map11_stats_present_non_adc_pool,defer_until_pool_selected,,提升移动速度和冷却缩减 30魔法抗性 45移动速度 30%韧性 诺克萨斯的不懈(0秒) 在受到来自英雄的魔法伤害后，获得一个持续5秒的0魔法护盾。
3174,装甲战靴,1200,true,false,armor;ms_f,,,shield_or_heal;dot_or_duration,map11_stats_present_non_adc_pool,defer_until_pool_selected,,造成伤害会强化你的治疗和护盾技能 35护甲 45移动速度 镀板 使即将到来的攻击伤害降低10%。 诺克萨斯的耐久 (0秒) 在受到来自英雄的物理伤害后，获得一个持续5秒的0物理护盾。
3175,灵能使之靴,1100,true,false,ms_f,,,penetration_or_shred,map11_stats_present_non_adc_pool,defer_until_pool_selected,,18法术穿透 8%法术穿透 45移动速度
3176,永远前进,900,false,false,ms_f,,,active,special_or_non_map11,defer,,55移动速度 无所不在 获得一个新的主动效果：传送。 虚空生物 获得强化回城 诺克萨斯的同步 获得45移动速度和脱离战斗时8%总移动速度。
3177,守护者之刃,950,true,false,ability_haste;ad;hp,,,,map11_stats_present_non_adc_pool,defer_until_pool_selected,,普攻型英雄的优秀起始装备 30攻击力 150生命值 15技能急速
3179,黯影阔剑,2800,true,true,ability_haste;ad;armor_pen_flat,,,on_hit;damage_modifier;spellblade,adc_pool_passive_gap,record_tooltip_and_encode_passive,BatchC_stats,周期性地提供陷阱和守卫侦测能力 60攻击力 18穿甲 15技能急速 夜行者 未被敌人看见达一小段时间后，你对英雄的下一次攻击造成额外真实伤害。 封锁 在你处在敌方侦察守卫和陷阱附近时，将其短暂显形。在显形守卫状态下，你的攻击对其造成额外伤害。
3181,破舰者,3000,true,true,ad;hp;ms_pct,,,on_hit;damage_modifier,adc_pool_passive_gap,record_tooltip_and_encode_passive,BatchC_stats,40攻击力 500生命值 4%移动速度 船长 对英雄和史诗级野怪的每第五次攻击造成额外物理伤害，对建筑物造成更多伤害。 登舰小组 附近的友军攻城兵和超级士兵获得护甲和魔法抗性。
3184,守护者战锤,950,true,false,ad;hp;life_steal,,,,map11_stats_present_non_adc_pool,defer_until_pool_selected,,普攻型英雄的优秀起始装备 25攻击力 150生命值 5%生命偷取
3190,钢铁烈阳之匣,2200,true,false,ability_haste;armor;hp;magic_resist,,,active;shield_or_heal;dot_or_duration,map11_stats_present_non_adc_pool,defer_until_pool_selected,,主动施放来为附近友军提供吸收伤害的护盾 200生命值 25护甲 25魔法抗性 10技能急速 虔诚 为附近友军提供290 - 360护盾值，在2.5秒里持续衰减。
3193,石像鬼石板甲,3150,false,false,ability_haste;armor;magic_resist,,,active;shield_or_heal;dot_or_duration,special_or_non_map11,defer,,附近有多名敌人时极大提升防御属性 60护甲 60魔法抗性 15技能急速 巩固：在受到来自一名英雄的伤害时，提供一层0护甲和0魔法抗性，持续6秒 至多5层；每个英雄可提供1层。 主动 - 坚不可摧：获得持续衰减的护盾值和体型提升。
3211,幽魂斗篷,1250,true,false,hp;magic_resist,,,,map11_stats_present_non_adc_pool,defer_until_pool_selected,,增强防御属性并在受到伤害时提供回复 200生命值 35魔法抗性 100%基础生命回复
3222,米凯尔的祝福,2300,true,false,ability_haste;hp,,,active;shield_or_heal,map11_stats_present_non_adc_pool,defer_until_pool_selected,,主动施放来移除一名友军身上的限制效果 250生命值 100%基础法力回复 12%治疗和护盾强度 15技能急速 纯化 移除一名友方英雄身上的所有控制类减益效果(滞空和压制除外)并为其回复100 - 250生命值。
3302,界弓,3000,true,true,ad;attack_speed,item_3302_terminus_shadow_dps_v2,item_3302_terminus_shadow_dps_v2:attacker:add_stack+stat_modifier+stat_modifier,on_hit;damage_modifier;shield_or_heal;penetration_or_shred;dot_or_duration,live_dps_passive_present,keep_regression,BatchC_stats;BatchG_page_ab,周期性击杀敌方小兵来为一名附近友军提供治疗和金币 30攻击力 35%攻击速度 晦影 攻击造成30额外魔法伤害 攻击特效。 交相 对抗英雄时，在光明特效和黑暗特效之间轮换：附带光明特效的攻击提供持续5秒的护甲和魔抗。附带黑暗特效的攻击提供持续5秒的10%护甲穿透和法术穿透。
3430,毁坏仪式,2500,false,false,ability_haste;ap;crit_chance,,,crit;active;shield_or_heal;dot_or_duration,special_or_non_map11,defer,,50法术强度 15技能急速 25%暴击几率 怒火与破坏 在施放技能时，获得持续6秒的2.5%暴击几率，至多可叠至20%。 打捞残骸 你的技能有几率(与你的暴击几率相同)给你或你的目标友军提供持续3秒的0护盾值。
3504,炽热香炉,2200,true,false,ap;ms_pct,,,on_hit;damage_modifier;shield_or_heal;dot_or_duration,future_full_item_passive_review,future_tooltip_review,,施加于其他单位的护盾和治疗效果还会为你和目标提供攻击速度并使他们的攻击在命中时造成额外魔法伤害。 45法术强度 10%治疗和护盾强度 125%基础法力回复 4%移动速度 圣洁化 对一名友方英雄施加治疗或护盾时，会使你们两个都获得持续6秒的强化，提供25%攻击速度和20魔法伤害 攻击特效。
3508,夺萃之镰,3050,true,true,ability_haste;ad;crit_chance,,,on_hit;crit;damage_modifier;active;spellblade,adc_pool_passive_gap,record_tooltip_and_encode_passive,BatchC_stats,50攻击力 20技能急速 25%暴击几率 咒刃 施放技能后，你的下一次普通攻击会造成额外物理伤害并提供法力值 攻击特效。
3742,亡者的板甲,2900,true,false,armor;hp;ms_pct,,,on_hit;damage_modifier;slow_or_cc;spellblade,future_full_item_passive_review,future_tooltip_review,,在你四处移动时积攒气势，然后猛击敌人。 350生命值 55护甲 4%移动速度 沉船者 在移动时，积攒至多20额外移动速度。你的下一次攻击会释放掉已积攒的移动速度来造成额外物理伤害。 永不沉没 使所受的减速效果的效能降低15%。
3748,巨型九头蛇,3300,true,true,ad;hp,,,on_hit;damage_modifier,adc_pool_passive_gap,record_tooltip_and_encode_passive,BatchC_stats,造成基于携带者最大生命值的群体伤害 40攻击力 600生命值 顺劈 攻击附带物理伤害并对目标身后的敌人们造成物理伤害。 刚斩 强化你的下一次顺劈，使其造成额外物理伤害 攻击特效并对目标身后的敌人们造成额外物理伤害。
3801,晶体护腕,800,true,false,hp,,,,map11_stats_present_non_adc_pool,defer_until_pool_selected,,提供生命值和生命回复 200生命值 100%基础生命回复
3802,遗失的章节,1200,true,false,ability_haste;ap;mana,,,dot_or_duration,map11_stats_present_non_adc_pool,defer_until_pool_selected,,升级时回复法力值。 40法术强度 300法力 10技能急速 启蒙 升级时会在3秒里持续回复共20%最大法力值。
3803,万世催化石,1300,true,false,hp;mana,,,active;shield_or_heal,map11_stats_present_non_adc_pool,defer_until_pool_selected,,300生命值 375法力 永恒 将来自英雄的10%所受伤害回复为法力值。 施放一个技能时，治疗自身相当于25%法力消耗的生命值。
3814,夜之锋刃,3000,true,true,ad;armor_pen_flat;hp,,,shield_or_heal,adc_pool_stats_only,no_user_data_needed_now,BatchC_stats,周期性地阻挡敌方技能 50攻击力 15穿甲 250生命值 废除 提供一层法术护盾来格挡下一个敌方技能。
3850,窃法之刃,400,false,false,ap;hp,,,active,special_or_non_map11,defer,,通过对敌方英雄造成伤害来赚取金币并升级 10法术强度 25生命值 25%基础法力回复 2金币/10秒 贡品：当附近有一名友方英雄时，用技能和普攻对敌方英雄或防御塔造成伤害时，会提供20金币。这个效果每36秒最多触发3次。任务：使用这个装备赚取500金币来将其转变为冰霜之牙，并提供主动 - 布置守卫。 在己方任一成员用这件装备击杀了过多数量的小兵时，这件装备会降低来自小兵的金币。
3851,冰霜之牙,400,false,false,ap;hp,,,active,special_or_non_map11,defer,,15法术强度 70生命值 50%基础法力回复 3金币/10秒 贡品：当附近有一名友方英雄时，用技能和普攻对敌方英雄或防御塔造成伤害时，会提供20金币。这个效果每36秒最多触发3次。任务：使用这个装备赚取1000金币来将其转变为世界符文T2。 在己方任一成员用这件装备击杀了过多数量的小兵时，这件装备会降低来自小兵的金币。 主动 守卫 放置一个隐形的侦察守卫来提供视野。可储存0个侦察守卫，并在访问商店时补满。
3853,极冰碎片,400,false,false,ap;hp,,,active,special_or_non_map11,defer,,40法术强度 75生命值 100%基础法力回复 3金币/10秒 在己方任一成员用这件装备击杀了过多数量的小兵时，这件装备会降低来自小兵的金币。 主动 守卫 放置一个隐形的侦察守卫来提供视野。可储存0个侦察守卫，并在访问商店时补满。
3854,钢铁护肩,400,false,false,ad;hp,,,execute_or_threshold,special_or_non_map11,defer,,通过在同伴并肩时处决小兵来赚取金币并升级 4攻击力 50生命值 50%基础生命回复 2金币/10秒 {{ Item_Support_Spoils_Of_War_01 }}任务：使用这个装备赚取500金币来将其转变为符钢肩甲，并提供{{ Item_Active_Named_NoBullet }}布置守卫。 {{ Item_Support_Minion_Warning }}
3855,符钢肩甲,400,false,false,ad;hp,,,execute_or_threshold;active;charge,special_or_non_map11,defer,,6攻击力 100生命值 75%基础生命回复 3金币/10秒 战利品：附近有一名友方英雄时，普攻会处决低于0%最大生命值的小兵。击杀一位小兵会为距离最近的友方英雄提供等额的击杀金币。这些效果每0秒获得一层充能(最多拥有0层充能)。任务：使用这个装备赚取1000金币来将其转变为白岩肩铠。 在己方任一成员用这件装备击杀了过多数量的小兵时，这件装备会降低来自小兵的金币。 主动 守卫 放置一个隐形的侦察守卫来提供视野。可储存0个侦察守卫，并在访问
3857,白岩肩铠,400,false,false,ad;hp,,,active,special_or_non_map11,defer,,15攻击力 250生命值 100%基础生命回复 3金币/10秒 在己方任一成员用这件装备击杀了过多数量的小兵时，这件装备会降低来自小兵的金币。 主动 守卫 放置一个隐形的侦察守卫来提供视野。可储存0个侦察守卫，并在访问商店时补满。
3858,圣物之盾,400,false,false,ap;hp,,,execute_or_threshold,special_or_non_map11,defer,,通过在同伴并肩时处决小兵来赚取金币并升级 7法术强度 50生命值 50%基础生命回复 2金币/10秒 {{ Item_Support_Spoils_Of_War_01 }}任务：使用这个装备赚取500金币来将其转变为巨神峰圆盾，并提供{{ Item_Active_Named_NoBullet }}布置守卫。 {{ Item_Support_Minion_Warning }}
3859,巨神峰圆盾,400,false,false,ap;hp,,,execute_or_threshold;active;charge,special_or_non_map11,defer,,10法术强度 100生命值 75%基础生命回复 3金币/10秒 战利品：附近有一名友方英雄时，普攻会处决低于0%最大生命值的小兵。击杀一位小兵会为距离最近的友方英雄提供等额的击杀金币。这些效果每0秒获得一层充能(最多拥有0层充能)。任务：使用这个装备赚取1000金币来将其转变为山脉壁垒。 在己方任一成员用这件装备击杀了过多数量的小兵时，这件装备会降低来自小兵的金币。 主动 守卫 放置一个隐形的侦察守卫来提供视野。可储存0个侦察守卫，并在
3860,山脉壁垒,400,false,false,ap;hp,,,active,special_or_non_map11,defer,,20法术强度 250生命值 100%基础生命回复 3金币/10秒 在己方任一成员用这件装备击杀了过多数量的小兵时，这件装备会降低来自小兵的金币。 主动 守卫 放置一个隐形的侦察守卫来提供视野。可储存0个侦察守卫，并在访问商店时补满。
3862,幽魂镰刀,400,false,false,ad;hp,,,active,special_or_non_map11,defer,,通过对敌方英雄造成伤害来赚取金币并升级 6攻击力 25生命值 25%基础法力回复 2金币/10秒 贡品：当附近有一名友方英雄时，用技能和普攻对敌方英雄或防御塔造成伤害时，会提供20金币。这个效果每36秒最多触发3次。任务：使用这个装备赚取500金币来将其转变为鬼影新月，并提供主动 - 布置守卫。 在己方任一成员用这件装备击杀了过多数量的小兵时，这件装备会降低来自小兵的金币。
3863,鬼影新月,400,false,false,ad;hp,,,active,special_or_non_map11,defer,,10攻击力 60生命值 50%基础法力回复 3金币/10秒 贡品：当附近有一名友方英雄时，用技能和普攻对敌方英雄或防御塔造成伤害时，会提供20金币。这个效果每36秒最多触发3次。任务：使用这个装备赚取1000金币来将其转变为黑雾巨镰。 在己方任一成员用这件装备击杀了过多数量的小兵时，这件装备会降低来自小兵的金币。 主动 守卫 放置一个隐形的侦察守卫来提供视野。可储存0个侦察守卫，并在访问商店时补满。
3864,黑雾巨镰,400,false,false,ad;hp,,,active,special_or_non_map11,defer,,20攻击力 75生命值 100%基础法力回复 3金币/10秒 在己方任一成员用这件装备击杀了过多数量的小兵时，这件装备会降低来自小兵的金币。 主动 守卫 放置一个隐形的侦察守卫来提供视野。可储存0个侦察守卫，并在访问商店时补满。
3865,云游图鉴,400,true,false,hp,,,,map11_stats_present_non_adc_pool,defer_until_pool_selected,,
3866,符文罗盘,400,false,false,hp,,,active;charge,special_or_non_map11,defer,,100生命值 50%基础生命回复 50%基础法力回复 5金币/10秒 辅助任务 使用这个装备赚取0金币来将其转变为异世珍藏。 分享财富 (0秒，最大0层充能) 在一名友方英雄附近时，对敌方英雄造成伤害或者击杀小兵即可获得金币。主动 (3层充能) 放置一个隐形的侦察守卫来提供视野。
3867,异世珍藏,400,false,false,hp,,,active;charge,special_or_non_map11,defer,,5金币/10秒 75%基础生命回复 75%基础法力回复 200生命值 升级： 这件装备可被免费升级为血鸣、星界据守、圆梦使者、扎兹沙克的溃口或摩天雪橇。主动 (4层充能) 放置一个隐形的侦察守卫来提供视野。
3869,星界据守,400,true,false,hp,,,active;slow_or_cc;charge;dot_or_duration,future_full_item_passive_review,future_tooltip_review,,200生命值 75%基础生命回复 75%基础法力回复 9金币/10秒 神峰庇佑 使所承受的来自英雄的伤害降低，受到来自英雄的伤害后会存留2秒。当这个效果结束时，对附近敌人造成持续1.5秒的50%减速。 主动 (4层充能) 放置一个隐形的侦察守卫来提供视野。
3870,圆梦使者,400,true,false,hp,,,on_hit;damage_modifier;active;shield_or_heal;spellblade;charge;dot_or_duration,future_full_item_passive_review,future_tooltip_review,,200生命值 75%基础生命回复 75%基础法力回复 9金币/10秒 圆梦使者 为另一个友军提供治疗或护盾时，美梦泡泡会飞向目标队友，持续3秒。该友军的下一次攻击造成额外魔法伤害 攻击特效并且所受的下一段伤害降低。主动 (4层充能) 放置一个隐形的侦察守卫来提供视野。
3871,扎兹沙克的溃口,400,true,false,hp,,,active;charge,future_full_item_passive_review,future_tooltip_review,,200生命值 75%基础生命回复 75%基础法力回复 9金币/10秒 虚空扩爆 对英雄造成技能伤害会引发一次爆炸，造成魔法伤害。 主动 (4层充能) 放置一个隐形的侦察守卫来提供视野。
